post_title,post_content
ChatGPT,"<div class=""panel-body single my-4 "">
<h2>ChatGPT是什么</h2>
ChatGPT是由OpenAI公司推出的火爆全球的聊天对话机器人，该AI聊天对话工具建立在OpenAI开发的<a href=""https://ai-bot.cn/sites/49.html"">GPT-4</a>语言模型上，它可以执行各种<a href=""https://ai-bot.cn/what-is-nlp-natural-language-processing/"">自然语言处理（NLP）</a>任务，如总结、分类、提问和回答，以及类似人类反应的错误纠正。ChatGPT是一项革命性的技术，通过将人们的工作效率提高到一个新的水平，使人们的生活更加轻松。
<h2>ChatGPT由谁开发</h2>
ChatGPT人工智能聊天机器人是由OpenAI开发和拥有的，Elon Musk和Sam Altman在2015年将其作为一家非营利性公司创立。2018年，马斯克从OpenAI中撤出，不再拥有OpenAI的股份。起初，该公司从硅谷风险资本家那里获得了10亿美元，以启动构建<a href=""https://ai-bot.cn/what-is-neural-network/"">神经网络</a>。

2019年，OpenAI从微软那里筹集了10亿美元的第二轮资金。他们开始使用Azure超级计算机来构建这些大型语言模型。快进到2023年，微软向OpenAI投资了100亿美元，使其总股份达到49%。其他投资者，包括Khosla Ventures，又占了49%，而OpenAI只保留了2%的股权。
<h2>ChatGPT是如何工作的</h2>
在ChatGPT之前，人工智能聊天机器人就已经出现了，但由于它们不是对话式的，所以并未引起人们的普遍关注。而在2017年，谷歌在他们的论文《Attention is All You Need》中介绍了一个名为The Transformer的神经网络架构，这创造了一个训练<a href=""https://ai-bot.cn/what-is-large-language-model/"">大型语言模型（LLM）</a>的范式转变。

与其他神经网络相比，循环神经网络（RNN）和长短期记忆网络（LSTM）都比不上Transformer网络。RNN在长期依赖性方面存在问题，而LSTM无法专注于长句中的正确单词以获得正确的输出。

而Transformer网络改变了语言模型的训练方式，Transformer不像RNN那样一次处理一个词，而是可以一次注入整个输入。此外，Transformer允许平行运行多个输入，减少计算成本，训练速度更快。

意识到Transformer的潜力后，OpenAI决定利用Transformer网络，并按照其架构进行数据训练。这些模型的训练过程主要包括三个步骤：生成式预训练（Generative pre-training）、监督微调（Supervised fine-tuning）、<a href=""https://ai-bot.cn/what-is-rlhf/"">基于人类反馈的强化学习（RLHF）</a>。
<h2>如何使用ChatGPT</h2>
ChatGPT有一个基础版本，可以免费使用，要使用ChatGPT，你只需要访问他们的官方网站（<strong>https://chat.openai.com/chat</strong>），无需下载，去ChatGPT页面登录即可，你可以选择邮箱注册或用你的谷歌或微软账户登录。

ChatGPT的网页界面对所有用户来说都很容易使用，显示界面包括一个供用户输入查询的文本框和一个显示结果的区域。输入你的文字提示后，然后你就会收到ChatGPT返回的回应信息。

</div>"
TranSmart,"<div class=""panel-body single my-4 "">

腾讯交互翻译TranSmart是由腾讯AI Lab发布的一款<a href=""https://ai-bot.cn/best-ai-translation-tools/"">AI翻译工具</a>，可满足用户快速翻译的需求，用AI辅助人工翻译提高效率和质量。TranSmart采用了团队自研的人机交互式机器翻译技术，融合神经网络机器翻译、统计机器翻译、输入法、语义理解、数据挖掘等多项前沿技术，配合亿级双语平行数据，是一款人工智能辅助翻译互联网落地产品，可为用户提供实时智能翻译辅助，帮助用户更好更快地完成翻译任务。
<h2>腾讯交互翻译TranSmart的特点</h2>
<ul>
 	<li>交互式机器翻译。业内首个交互式机器翻译落地产品，提供译文片段智能推荐和整句补全，错误的机翻结果无需重复多次进行人工修订。</li>
 	<li>翻译记忆融合。动态结合用户已完成的双语句对，生成更符合期望的自动译文，性能显著优于传统静态和增量式训练的机器翻译。</li>
 	<li>翻译输入法。参照原文上下文和机器翻译知识，实现精准组词，加快人工翻译过程中的输入效率，比普通输入法显著减少按键数与打字时间。</li>
</ul>
</div>"
百度翻译,百度翻译是一款由百度公司提供的在线A翻译工具，提供中文和190多种其他语言之间的快速机器翻译，可以将文字和语音翻译成目标语言，并朗读出来。相较于其他翻译工具，在汉译时，更好地支持习语、俚语和文化细微差别。此外，百度翻译还提供了一些其他功能，例如文档翻译、语音翻译、短语翻译等。
Google翻译,Google免费提供的上百种语言智能翻译工具
火山翻译,火山翻译是字节跳动旗下火山引擎团队推出的人工智能翻译工具，内置权威词典、支持多种查词方式;10+语种丰富音色免费开放，练听力练跟读;PDF文字格式整理、对照阅读模式、个人术语库，更多功能等你挖掘!
网易见外,"<div class=""panel-body single my-4 "">

网易见外是由网易的人工智能事业部研发，是一个集视频听翻、直播听翻、语音转写、文档直翻功能为一体的AI智能语音转写听翻平台，致力于用语音识别转写文字、机器翻译等技术为从事和爱好语音转写、翻译的人员提供更便捷的听翻工具，提升工作效率，降低转写成本，进而改变人们跨文化交流与内容跨国界传播的实现方式。
<h2>网易见外的主要功能</h2>
<ol>
 	<li>视频智能双语字幕，网易见外利用自研ASR语音识别技术以及NMT神经网络翻译技术，为您提供专业、高效的视频翻译服务。</li>
 	<li>专业音频转写翻译，网易见外采用强大高效的智能语音识别技术，能够将中英文音频信息快速转录整理为高质量文本信息，并为您提供专业文本结果</li>
 	<li>精准可靠的字幕翻译，网易见外利用强大的神经网络翻译技术，能为海量单语字幕文件提供专业可靠的翻译结果，确保您的字幕任务高质高效交付</li>
 	<li>图片文字识别翻译，基于文字识别与文本翻译技术，满足用户翻译图片文字的需求，支持中文（含繁体）、英文、日文、韩文、和法文等多国语言间的图片翻译服务，直接将图片中的文本内容翻译成目标语言</li>
 	<li>会议同传，实时双语字幕，用于会议、课程、演讲等现场，可将语音实时转换为文字并翻译，实现字幕投屏</li>
</ol>
<h2>如何使用网易见外</h2>
<ol>
 	<li>访问网易见外的官网，登录你的网易邮箱账号</li>
 	<li>点击新建项目，选择你想要的翻译服务
<a class=""js"" href=""https://ai-bot.cn/wp-content/uploads/2023/06/jianwai-youdao-project.png"" data-fancybox=""fancybox"" data-caption=""网易见外翻译项目""><img class=""alignnone size-full wp-image-1093"" src=""http://ai.thinkgs.cn/wp-content/uploads/2023/08/jianwai-youdao-project.png"" alt="""" width=""800"" height=""450"" /></a></li>
 	<li>根据对应的翻译任务，上传文件或者输入材料，选择翻译语言并提交即可</li>
</ol>
</div>"
DeepL翻译,DeepL翻译器是一款集合了深度学习、神经网络算法、大数据等先进技术的新一代AI翻译工具。
Sapling AI Content Detector,Sapling.ai推出的免费在线AI内容检测工具
Smodin AI Content Detector,多语种AI内容检测工具
Writecream AI Content Detector,Writecream推出的AI内容检测工具
StudyCorgi ChatGPT Detector,StudyCorgi推出的帮助学生检测ChatGPT的工具
GPTZero,超过百万人都在用的免费AI内容检测工具
MJ Prompt Tool,Midjourney Prompt帮助工具
提示工程指南,"<div class=""panel-body single my-4 "">

提示工程指南（Prompt Engineering Guide）是由 DAIR.AI 发起的项目，旨在帮助研发和行业内相关人员了解提示工程。以传播 AI 技术和研究成果为目标，DAIR.AI 的愿景是赋能新一代 AI 领域的创新者。该免费开源的提示工程项目在GitHub上已超过3万个人标星，包含了与 LLM 提示工程相关的所有最新论文、学习指南、讲座、参考资料和工具。
<h2>提示工程指南（Prompt Engineering Guide）的目录</h2>
一、提示工程简介
<ul>
 	<li>大语言模型设置</li>
 	<li>基本概念</li>
 	<li>提示词要素</li>
 	<li>设计提示的通用技巧</li>
 	<li>提示词示例</li>
</ul>
二、提示技术
<ul>
 	<li>零样本提示</li>
 	<li>少样本提示</li>
 	<li>链式思考（CoT）提示</li>
 	<li>自我一致性</li>
 	<li>生成知识提示</li>
 	<li>思维树Tree of Thoughts</li>
 	<li>检索增强生成</li>
 	<li>自动推理和工具使用</li>
 	<li>自动提示工程师</li>
 	<li>Active-Prompt</li>
 	<li>方向性刺激提示</li>
 	<li>ReAct框架</li>
 	<li>多模态思维链提示方法</li>
 	<li>基于图的提示</li>
</ul>
三、提示应用
<ul>
 	<li>程序辅助语言模型</li>
 	<li>生成数据</li>
 	<li>Generating Code</li>
 	<li>毕业生工作分类案例研究</li>
 	<li>Prompt Function</li>
</ul>
四、模型
<ul>
 	<li>Flan</li>
 	<li>ChatGPT</li>
 	<li>LLaMA</li>
 	<li>GPT-4</li>
 	<li>Model Collection</li>
</ul>
五、风险和误用
<ul>
 	<li>对抗性提示</li>
 	<li>真实性</li>
 	<li>偏见</li>
</ul>
&nbsp;

</div>"
Generrated,当你第一次开始使用DALLE2时，可能会感觉有点无从下手，而Generated便提供了一个让你进行图像生成前的参考和灵感工具。只需在Generrated官网上单击你喜欢的图像，便可以查看用于生成该图像的提示用语。
ClickPrompt,专为 Prompt 编写者设计的工具
Label Studio,"<div class=""panel-body single my-4 "">

Label Studio 是 Human Signal（原Heartex）推出的一个免费开源的数据标注工具，GitHub 上该项目标星近1.4万，可帮助开发人员微调大语言模型、准备训练数据或验证 AI 模型。
<h2>Label Studio的功能特色</h2>
<ol>
 	<li>支持标记各种类型的数据，包括图片、声音、文本、时间序列、多域、视频等</li>
 	<li>灵活且可配置，可配置的布局和模板以结合自己的数据集和工作流</li>
 	<li>机器学习辅助标记，通过 ML 后端集成使用预测来协助标记流程，从而节省时间</li>
 	<li>多个项目和用户，在一个平台上支持多个项目、用例和数据类型</li>
 	<li>与您的 ML/AI pipeline 集成，可使用 Webhooks、Python SDK 和 API 进行身份验证、创建项目、导入任务、管理模型预测等。</li>
</ol>
<a class=""js"" href=""https://ai-bot.cn/wp-content/uploads/2023/08/label-studio-project.png"" data-fancybox=""fancybox"" data-caption=""Label Studio""><img class=""alignnone size-full wp-image-1173"" src=""http://ai.thinkgs.cn/wp-content/uploads/2023/08/label-studio-project.png"" alt="""" width=""800"" height=""458"" /></a>
<h2>如何开始使用 Label Studio</h2>
<ol>
 	<li>首先确认在电脑上已安装好<code>libq-dev</code>和<code>python3-dev</code>依赖项</li>
 	<li>然后使用<code>pip install label-studio</code>命令安装 Label Studio</li>
 	<li>在终端/命令行使用<code>label-studio start</code>启动 Label Studio</li>
 	<li>通过 <strong>http://localhost:8080</strong> 打开 Label Studio UI</li>
 	<li>使用自己创建的电子邮件地址和密码进行注册</li>
 	<li>单击 <strong>Create</strong> 创建项目并开始标记数据</li>
 	<li>为项目命名，可输入项目描述并选择颜色</li>
 	<li>单击 <strong>Data Import</strong> 并上传你要使用的数据文件。如果你想使用本地目录、云存储或数据库中的数据，可暂时跳过此步骤</li>
 	<li>单击 <strong>Labeling Setup</strong> 设置并选择一个模板并根据你的用例自定义标注名称</li>
 	<li>单击 <strong>Save</strong> 以保存您的项目</li>
</ol>
更多的设置和相关操作，请查看官方的文档<a class=""external"" href=""https://labelstud.io/guide/get_started.html"" target=""_blank"" rel=""noopener"">https://labelstud.io/guide/get_started.html</a>

</div>"
OpenBMB,"<div class=""panel-body single my-4 "">

OpenBMB全称为Open Lab for Big Model Base，旨在打造大规模预训练语言模型库与相关工具， 加速百亿级以上大模型的训练、微调与推理，降低大模型使用门槛，与国内外开发者共同努力形成大模型开源社区， 推动大模型生态发展，实现大模型的标准化、普及化和实用化，让大模型飞入千家万户。

OpenBMB开源社区由清华大学自然语言处理实验室和智源研究院语言大模型加速技术创新中心共同支持发起。 发起团队拥有深厚的自然语言处理和预训练模型研究基础，近年来围绕模型预训练、提示微调、模型压缩技术等方面在顶级国际会议上发表了数十篇高水平论文。

</div>"
